sample_name	animal_id	barcodeid	captive_wild	collection_timestamp	collector	common_name	corrected_species_name	country	dataset	description	diet_category_12	diet_category_3	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	group_id	group_individual_id	healthy	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scietific_nam	host_subject_id	latitude	life_stage	longitude	ncbi_taxon_id	oldsampleid	physical_specimen_location	physical_specimen_remaining	preservative	qiita_study_id	sample	sample_type	scientific_name	sex	species_name	taxon_id	taxonomy_species	class	order	family	genus
11166.ATL.24480.teal	11B036 or 11B052	24480	captive	6/15/2010	Zoo Atlanta	Ringed teal	Callonetta leucophrys	USA	Atlanta	ATL.24480.teal gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.ringedteal	atl.ringedteal.1	unknown	UBERON:feces	UBERON:feces	UBERON:feces	ringed teal	not collected	Callonetta leucophrys		32.84	unknown	-117.25	75871	ATL.24480	UCSDMI	False	none	11166	ATL.24480	feces	gut metagenome	not collected	Callonetta leucophrys	749906	Callonetta leucophrys	Aves	Anseriformes	Anatidae	Callonetta
11166.ATL.24482.pigeon	13B043	24482	captive	6/15/2010	Zoo Atlanta	Pied pigeon	Ducula bicolor	USA	Atlanta	ATL.24482.pigeon gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	pied pigeon	not collected	Ducula bicolor	atl.13B043	32.84	unknown	-117.25	115645	ATL.24482	UCSDMI	False	none	11166	ATL.24482	feces	gut metagenome	female	Ducula bicolor	749906	Ducula bicolor	Aves	Columbiformes	Columbidae	Ducula
11166.ATL.24483.eagle	15B022	24483	captive	6/15/2010	Zoo Atlanta	Bald eagle	Haliaeetus leucocephalus	USA	Atlanta	ATL.24483.eagle gut sample	scavenger	carnivore	True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	bald eagle	not collected	Haliaeetus leucocephalus	atl.15B022	32.84	unknown	-117.25	52644	ATL.24483	UCSDMI	False	none	11166	ATL.24483	feces	gut metagenome	male	Haliaeetus leucocephalus	749906	Haliaeetus leucocephalus	Aves	Accipitriformes	Accipitridae	Haliaeetus
11166.ATL.24484.thrush		24484	captive	6/15/2010	Zoo Atlanta	White crested laughing thrush	Garrulax leucolophus	USA	Atlanta	ATL.24484.thrush gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.laughingthrush	atl.laughingthrush.3	unknown	UBERON:feces	UBERON:feces	UBERON:feces	white crested laughing thrush	not collected	Garrulax leucolophus		32.84	unknown	-117.25	98127	ATL.24484	UCSDMI	False	none	11166	ATL.24484	feces	gut metagenome	not collected	Garrulax leucolophus	749906	Garrulax leucolophus	Aves	Passeriformes	Leiothrichidae	Garrulax
11166.ATL.24485.tortoise		24485	captive	7/15/2010	Zoo Atlanta	Pancake tortoise	Malacochersus tornieri	USA	Atlanta	ATL.24485.tortoise gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.pancaketortoise	atl.pancaketortoise.1	unknown	UBERON:feces	UBERON:feces	UBERON:feces	pancake tortoise	not collected	Malacochersus tornieri		32.84	unknown	-117.25	286009	ATL.24485	UCSDMI	False	none	11166	ATL.24485	feces	gut metagenome	not collected	Malacochersus tornieri	749906	Malacochersus tornieri	Aves	Testudines	Testudinidae	Malacochersus
11166.ATL.24486.weaver	14B051 or A60060	24486	captive	6/15/2010	Zoo Atlanta	White headed buffalo weaver	Dinemellia dinemelli	USA	Atlanta	ATL.24486.weaver gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.buffaloweaver	atl.buffaloweaver.1	unknown	UBERON:feces	UBERON:feces	UBERON:feces	white headed buffalo weaver	not collected	Dinemellia dinemelli		32.84	unknown	-117.25	241763	ATL.24486	UCSDMI	False	none	11166	ATL.24486	feces	gut metagenome	not collected	Dinemellia dinemelli	749906	Dinemellia dinemelli	Aves	Passeriformes	Ploceidae	Dinemellia
11166.ATL.24487.vulture	14B050 or 13B066	24487	captive	6/15/2010	Zoo Atlanta	Hooded vulture	Necrosyrtes monachus	USA	Atlanta	ATL.24487.vulture gut sample	scavenger	carnivore	True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.hoodedvulture	atl.hoodedvulture.1	unknown	UBERON:feces	UBERON:feces	UBERON:feces	hooded vulture	not collected	Necrosyrtes monachus		32.84	unknown	-117.25	30399	ATL.24487	UCSDMI	False	none	11166	ATL.24487	feces	gut metagenome	not collected	Necrosyrtes monachus	749906	Necrosyrtes monachus	Aves	Accipitriformes	Accipitridae	Necrosyrtes
11166.ATL.24488.tortoise		24488	captive	7/15/2010	Zoo Atlanta	Burmese star tortoise	Geochelone platynota	USA	Atlanta	ATL.24488.tortoise gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.startortoise	atl.startortoise.1	unknown	UBERON:feces	UBERON:feces	UBERON:feces	Burmese star tortoise	not collected	Geochelone platynota		32.84	unknown	-117.25	286019	ATL.24488	UCSDMI	False	none	11166	ATL.24488	feces	gut metagenome	female	Geochelone platynota	749906	Geochelone platynota	Mammalia	Testudines	Testudinidae	Geochelone
11166.ATL.24490.lizard	1	24490	captive	7/15/2010	Zoo Atlanta	Mexican beaded lizard	Heloderma horridum charlesbogerti	USA	Atlanta	ATL.24490.lizard gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Mexican beaded lizard	not collected	Heloderma horridum charlesbogerti	atl.beadedlizard.exh1	32.84	unknown	-117.25	717478	ATL.24490	UCSDMI	False	none	11166	ATL.24490	feces	gut metagenome	not collected	Heloderma horridum charlesbogerti	749906	Heloderma horridum	Reptilia	Squamata	Helodermatidae	Heloderma
11166.ATL.24493.tortoise		24493	captive	7/15/2010	Zoo Atlanta	Burmese star tortoise	Geochelone platynota	USA	Atlanta	ATL.24493.tortoise gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.startortoise	atl.startortoise.2	unknown	UBERON:feces	UBERON:feces	UBERON:feces	Burmese star tortoise	not collected	Geochelone platynota		32.84	unknown	-117.25	286019	ATL.24493	UCSDMI	False	none	11166	ATL.24493	feces	gut metagenome	male	Geochelone platynota	749906	Geochelone platynota	Mammalia	Testudines	Testudinidae	Geochelone
11166.ATL.24495.starling	12B052 or A90043 or or 15B024	24495	captive	7/15/2010	Zoo Atlanta	Amethyst starling	Cinnyricinclus leucogaster	USA	Atlanta	ATL.24495.starling gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.amethyststarling	atl.amethyststarling.2	unknown	UBERON:feces	UBERON:feces	UBERON:feces	amethyst starling	not collected	Cinnyricinclus leucogaster		32.84	unknown	-117.25	381107	ATL.24495	UCSDMI	False	none	11166	ATL.24495	feces	gut metagenome	not collected	Cinnyricinclus leucogaster	749906	Cinnyricinclus leucogaster	Aves	Passeriformes	Sturnidae	Cinnyricinclus
11166.ATL.24497.nakedmolerat	A71034	24497	captive	7/15/2010	Zoo Atlanta	Naked mole rat colony	Heterocephalus glaber	USA	Atlanta	ATL.24497.nakedmolerat gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	naked mole rat	not collected	Heterocephalus glaber	atl.A71034	32.84	unknown	-117.25	10181	ATL.24497	UCSDMI	False	none	11166	ATL.24497	feces	gut metagenome	not collected	Heterocephalus glaber	749906	Heterocephalus glaber	Mammalia	Rodentia	Bathyergidae	Heterocephalus
11166.ATL.24498.python	15R056	24498	captive	8/15/2010	Zoo Atlanta	Papuan olive python	Pseudechis papuanus	USA	Atlanta	ATL.24498.python gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Papuan olive python	not collected	Pseudechis papuanus	atl.15R056	32.84	unknown	-117.25	61265	ATL.24498	UCSDMI	False	none	11166	ATL.24498	feces	gut metagenome	male	Apodora papuana	749906	Pseudechis papuanus	Reptilia			
11166.ATL.24499.hornbill	11B077 or 12B002	24499	captive	7/15/2010	Zoo Atlanta	Red billed hornbill	Tockus erythrorhynchus	USA	Atlanta	ATL.24499.hornbill gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.redbilledhornbill	atl.redbilledhornbill.1	unknown	UBERON:feces	UBERON:feces	UBERON:feces	red billed hornbill	not collected	Tockus erythrorhynchus		32.84	unknown	-117.25	81911	ATL.24499	UCSDMI	False	none	11166	ATL.24499	feces	gut metagenome	not collected	Tockus erythrorhynchus	749906	Tockus erythrorhynchus	Aves	Bucerotiformes	Bucerotidae	Tockus
11166.ATL.24501.kingfisher	11B085 or A70007	24501	captive	7/15/2010	Zoo Atlanta	Blue breasted kingfisher	Halcyon malimbica	USA	Atlanta	ATL.24501.kingfisher gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.kingfisher	atl.kingfisher.1	unknown	UBERON:feces	UBERON:feces	UBERON:feces	blue breasted kingfisher	not collected	Halcyon malimbica		32.84	unknown	-117.25	170866	ATL.24501	UCSDMI	False	none	11166	ATL.24501	feces	gut metagenome	not collected	Halcyon malimbica	749906	Halcyon malimbica	Aves	Coraciiformes	Alcedinidae	Halcyon
11166.ATL.24503.cockatoo	A80050 or A80055	24503	captive	7/15/2010	Zoo Atlanta	Major Mitchells cockatoo	Cacatua leadbeateri leadbeateri	USA	Atlanta	ATL.24503.cockatoo gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.cockatoo	atl.cockatoo.2	unknown	UBERON:feces	UBERON:feces	UBERON:feces	Major Mitchells cockatoo	not collected	Cacatua leadbeateri leadbeateri		32.84	unknown	-117.25	471713	ATL.24503	UCSDMI	False	none	11166	ATL.24503	feces	gut metagenome	male	Cacatua leadbeateri leadbeateri	749906	Cacatua leadbeateri	Aves	not found	not found	not found
11166.ATL.24504.skink	A05600 or 995600	24504	captive	8/15/2010	Zoo Atlanta	Prehensile tailed skink	Corucia zebrata	USA	Atlanta	ATL.24504.skink gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.skink	atl.skink.1	unknown	UBERON:feces	UBERON:feces	UBERON:feces	prehensile tailed skink	not collected	Corucia zebrata		32.84	unknown	-117.25	96731	ATL.24504	UCSDMI	False	none	11166	ATL.24504	feces	gut metagenome	not collected	Corucia zebrata	749906	Corucia zebrata	Reptilia	Squamata	Scincidae	Corucia
11166.ATL.24505.magpie	11B039	24505	captive	7/15/2010	Zoo Atlanta	Azure winged magpie	Cyanopica cyanus	USA	Atlanta	ATL.24505.magpie gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	azure winged magpie	not collected	Cyanopica cyanus	atl.11B039	32.84	unknown	-117.25	193059	ATL.24505	UCSDMI	False	none	11166	ATL.24505	feces	gut metagenome	not collected	Cyanopica cyana	749906	Cyanopica cyanus	Aves			
11166.ATL.24506.budgerigar	A80063	24506	captive	7/15/2010	Zoo Atlanta	Budgerigar	Melopsittacus undulatus platycercini	USA	Atlanta	ATL.24506.budgerigar gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	budgerigar	not collected	Melopsittacus undulatus platycercini	atl.A80063	32.84	unknown	-117.25	13146	ATL.24506	UCSDMI	False	none	11166	ATL.24506	feces	gut metagenome	not collected	Melopsittacus undulatus platycercini	749906	Melopsittacus undulatus	Aves	not found	not found	not found
11166.ATL.24507.crane	12B046 or 13B025	24507	captive	7/15/2010	Zoo Atlanta	Stanley crane	Anthropoides paradiseus	USA	Atlanta	ATL.24507.crane gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Stanley crane	not collected	Anthropoides paradiseus		32.84	unknown	-117.25	1171711	ATL.24507	UCSDMI	False	none	11166	ATL.24507	feces	gut metagenome	not collected	Anthropoides paradiseus	749906	Anthropoides paradiseus	Aves	not found	not found	not found
11166.ATL.24508.flamingo	15B035	24508	captive	6/15/2010	Zoo Atlanta	Chilean Flamingo	Phoenicopterus chilensis	USA	Atlanta	ATL.24508.flamingo gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Chilean flamingo	not collected	Phoenicopterus chilensis	atl.15B035	32.84	unknown	-117.25	117000	ATL.24508	UCSDMI	False	none	11166	ATL.24508	feces	gut metagenome	not collected	Phoenicopterus chilensis	749906	Phoenicopterus chilensis	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus
11166.ATL.24510.flamingo		24510	captive	6/15/2010	Zoo Atlanta	Chilean Flamingo	Phoenicopterus chilensis	USA	Atlanta	ATL.24510.flamingo gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.flamingo	atl.flamingo.1	unknown	UBERON:feces	UBERON:feces	UBERON:feces	Chilean flamingo	not collected	Phoenicopterus chilensis		32.84	unknown	-117.25	117000	ATL.24510	UCSDMI	False	none	11166	ATL.24510	feces	gut metagenome	not collected	Phoenicopterus chilensis	749906	Phoenicopterus chilensis	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus
11166.ATL.24511.toucan	B00024	24511	captive	6/15/2010	Zoo Atlanta	Toco toucan	Ramphastos toco	USA	Atlanta	ATL.24511.toucan gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	toco toucan	not collected	Ramphastos toco	atl.B00024	32.84	unknown	-117.25	95723	ATL.24511	UCSDMI	False	none	11166	ATL.24511	feces	gut metagenome	female	Ramphastos toco	749906	Ramphastos toco	Aves	Piciformes	Ramphastidae	Ramphastos
11166.ATL.24512.mynah	15B029	24512	captive	6/15/2010	Zoo Atlanta	Bali mynah	Leucopsar rothschildi	USA	Atlanta	ATL.24512.mynah gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Bali mynah	not collected	Leucopsar rothschildi	atl.15B029	32.84	unknown	-117.25	127929	ATL.24512	UCSDMI	False	none	11166	ATL.24512	feces	gut metagenome	male	Leucopsar rothschildi	749906	Leucopsar rothschildi	Aves	Passeriformes	Sturnidae	Leucopsar
11166.ATL.24513.otter	A51010	24513	captive	6/15/2010	Zoo Atlanta	Asian small clawed otter or giant river otter	Aonyx cinerea	USA	Atlanta	ATL.24513.otter gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Asian small clawed otter or giant river otter	not collected	Aonyx cinerea	atl.A51010	32.84	unknown	-117.25	452597	ATL.24513	UCSDMI	False	none	11166	ATL.24513	feces	gut metagenome	female	Aonyx cinerea	749906	Aonyx cinerea	Mammalia	Carnivora	Mustelidae	Aonyx
11166.ATL.24514.flamingo		24514	captive	6/15/2010	Zoo Atlanta	Chilean Flamingo	Phoenicopterus chilensis	USA	Atlanta	ATL.24514.flamingo gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.flamingo	atl.flamingo.2	unknown	UBERON:feces	UBERON:feces	UBERON:feces	Chilean flamingo	not collected	Phoenicopterus chilensis		32.84	unknown	-117.25	117000	ATL.24514	UCSDMI	False	none	11166	ATL.24514	feces	gut metagenome	not collected	Phoenicopterus chilensis	749906	Phoenicopterus chilensis	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus
11166.ATL.24515.kingfisher	11B085	24515	captive	6/15/2010	Zoo Atlanta	Blue breasted kingfisher	Halcyon malimbica	USA	Atlanta	ATL.24515.kingfisher gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	blue breasted kingfisher	not collected	Halcyon malimbica	atl.11B085	32.84	unknown	-117.25	170866	ATL.24515	UCSDMI	False	none	11166	ATL.24515	feces	gut metagenome	female	Halcyon malimbica	749906	Halcyon malimbica	Aves	Coraciiformes	Alcedinidae	Halcyon
11166.ATL.24516.python	A96405	24516	captive	5/15/2010	Zoo Atlanta	Woma Python	Aspidites ramsayi	USA	Atlanta	ATL.24516.python gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	woma python	not collected	Aspidites ramsayi	atl.A96405	32.84	unknown	-117.25	461326	ATL.24516	UCSDMI	False	none	11166	ATL.24516	feces	gut metagenome	male	Aspidites ramsayi	749906	Aspidites ramsayi	Reptilia	Squamata	Pythonidae	Aspidites
11166.ATL.24517.hedgehog	13M017	24517	captive	6/15/2010	Zoo Atlanta	Fourtoed hedgehog	Atelerix albiventris	USA	Atlanta	ATL.24517.hedgehog gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	fourtoed hedgehog	not collected	Atelerix albiventris	atl.13M017	32.84	unknown	-117.25	9368	ATL.24517	UCSDMI	False	none	11166	ATL.24517	feces	gut metagenome	female	Atelerix albiventris	749906	Atelerix albiventris	Mammalia	Eulipotyphla	Erinaceidae	Atelerix
11166.ATL.24518.python	906421	24518	captive	5/15/2010	Zoo Atlanta	Ball python	Python regius	USA	Atlanta	ATL.24518.python gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	ball python	not collected	Python regius	atl.906421	32.84	unknown	-117.25	51751	ATL.24518	UCSDMI	False	none	11166	ATL.24518	feces	gut metagenome	female	Python regius	749906	Python regius	Reptilia	Squamata	Pythonidae	Python
11166.ATL.24519.starling	B00004	24519	captive	6/15/2010	Zoo Atlanta	Gold breasted starling	Cosmopsarus regius	USA	Atlanta	ATL.24519.starling gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	gold breasted starling	not collected	Cosmopsarus regius	atl.B00004	32.84	unknown	-117.25	241739	ATL.24519	UCSDMI	False	none	11166	ATL.24519	feces	gut metagenome	male	Cosmopsarus regius	749906	Cosmopsarus regius	Aves	Passeriformes	Sturnidae	Cosmopsarus
11166.ATL.24520.amazon	12B043	24520	captive	6/15/2010	Zoo Atlanta	Yellow naped Amazon	Amazona auropalliata arini	USA	Atlanta	ATL.24520.amazon gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	yellow naped Amazon	not collected	Amazona auropalliata arini	atl.12B043	32.84	unknown	-117.25	152277	ATL.24520	UCSDMI	False	none	11166	ATL.24520	feces	gut metagenome	female	Amazona auropalliata arini	749906	Amazona auropalliata	Aves	not found	not found	not found
11166.ATL.24521.kinkajou	A61014	24521	captive	6/15/2010	Zoo Atlanta	Kinkajou	Potos flavus megalotus	USA	Atlanta	ATL.24521.kinkajou gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	kinkajou	not collected	Potos flavus megalotus	atl.A61014	32.84	unknown	-117.25	29067	ATL.24521	UCSDMI	False	none	11166	ATL.24521	feces	gut metagenome	female	Potos flavus megalotus	749906	Potos flavus	Mammalia	not found	not found	not found
11166.ATL.24522.birdofparadise	14B040 or 14B041	24522	captive	6/15/2010	Zoo Atlanta	Raggiana bird of paradise	Paradisaea raggiana	USA	Atlanta	ATL.24522.birdofparadise gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.birdofparadise	atl.birdofparadise.1	unknown	UBERON:feces	UBERON:feces	UBERON:feces	Raggiana bird of paradise	not collected	Paradisaea raggiana		32.84	unknown	-117.25	36268	ATL.24522	UCSDMI	False	none	11166	ATL.24522	feces	gut metagenome	not collected	Paradisaea raggiana	749906	Paradisaea raggiana	Aves	Passeriformes	Paradisaeidae	Paradisaea
11166.ATL.24523.starling	A80018	24523	captive	6/15/2010	Zoo Atlanta	Amethyst starling	Cinnyricinclus leucogaster	USA	Atlanta	ATL.24523.starling gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	amethyst starling	not collected	Cinnyricinclus leucogaster	atl.A80018	32.84	unknown	-117.25	381107	ATL.24523	UCSDMI	False	none	11166	ATL.24523	feces	gut metagenome	male	Cinnyricinclus leucogaster	749906	Cinnyricinclus leucogaster	Aves	Passeriformes	Sturnidae	Cinnyricinclus
11166.ATL.24524.vulture	13B067	24524	captive	6/15/2010	Zoo Atlanta	Hooded vulture	Necrosyrtes monachus	USA	Atlanta	ATL.24524.vulture gut sample	scavenger	carnivore	True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	hooded vulture	not collected	Necrosyrtes monachus	atl.13B067	32.84	unknown	-117.25	30399	ATL.24524	UCSDMI	False	none	11166	ATL.24524	feces	gut metagenome	male	Necrosyrtes monachus	749906	Necrosyrtes monachus	Aves	Accipitriformes	Accipitridae	Necrosyrtes
11166.ATL.24525.duck		24525	captive	6/15/2010	Zoo Atlanta	White faced whistling duck	Dendrocygna viduata	USA	Atlanta	ATL.24525.duck gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.whistlingduck	atl.whistlingduck.1	unknown	UBERON:feces	UBERON:feces	UBERON:feces	white faced whistling duck	not collected	Dendrocygna viduata		32.84	unknown	-117.25	8876	ATL.24525	UCSDMI	False	none	11166	ATL.24525	feces	gut metagenome	not collected	Dendrocygna viduata	749906	Dendrocygna viduata	Aves	Anseriformes	Anatidae	Dendrocygna
11166.ATL.24526.kinkajou	A61014	24526	captive	6/15/2010	Zoo Atlanta	Kinkajou	Potos flavus megalotus	USA	Atlanta	ATL.24526.kinkajou gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	kinkajou	not collected	Potos flavus megalotus	atl.A61014	32.84	unknown	-117.25	29067	ATL.24526	UCSDMI	False	none	11166	ATL.24526	feces	gut metagenome	female	Potos flavus megalotus	749906	Potos flavus	Mammalia	not found	not found	not found
11166.ATL.24527.pheasant	A90016 or 17	24527	captive	6/15/2010	Zoo Atlanta	Palawan peacock pheasant	Polyplectron napoleonis	USA	Atlanta	ATL.24527.pheasant gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.peacockpheasant	atl.peacockpheasant.1	unknown	UBERON:feces	UBERON:feces	UBERON:feces	Palawan peacock pheasant	not collected	Polyplectron napoleonis		32.84	unknown	-117.25	30403	ATL.24527	UCSDMI	False	none	11166	ATL.24527	feces	gut metagenome	not collected	Polyplectron emphanum	749906	Polyplectron napoleonis	Aves			
11166.ATL.24528.toucan	13B006	24528	captive	6/15/2010	Zoo Atlanta	Toco toucan	Ramphastos toco	USA	Atlanta	ATL.24528.toucan gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	toco toucan	not collected	Ramphastos toco	atl.13B006	32.84	unknown	-117.25	95723	ATL.24528	UCSDMI	False	none	11166	ATL.24528	feces	gut metagenome	female	Ramphastos toco	749906	Ramphastos toco	Aves	Piciformes	Ramphastidae	Ramphastos
11166.ATL.24529.pheasant	13B074	24529	captive	6/15/2010	Zoo Atlanta	Malayan great argus pheasant	Argusianus argus argus	USA	Atlanta	ATL.24529.pheasant gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Malayan great argus pheasant	not collected	Argusianus argus argus	atl.13B074	32.84	unknown	-117.25	9081	ATL.24529	UCSDMI	False	none	11166	ATL.24529	feces	gut metagenome	male	Argusianus argus argus	749906	Argusianus argus	Aves	not found	not found	not found
11166.ATL.24530.pigeon		24530	captive	6/15/2010	Zoo Atlanta	Speckled pigeon	Columba guinea	USA	Atlanta	ATL.24530.pigeon gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.pigeon	atl.pigeon.1	unknown	UBERON:feces	UBERON:feces	UBERON:feces	speckled pigeon	not collected	Columba guinea		32.84	unknown	-117.25	135627	ATL.24530	UCSDMI	False	none	11166	ATL.24530	feces	gut metagenome	not collected	Columba guinea	749906	Columba guinea	Aves	Columbiformes	Columbidae	Columba
11166.ATL.24531.ibis		24531	captive	6/15/2010	Zoo Atlanta	Scarlet ibis	Eudocimus ruber	USA	Atlanta	ATL.24531.ibis gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.scarletibis	atl.scarletibis.1	unknown	UBERON:feces	UBERON:feces	UBERON:feces	scarlet ibis	not collected	Eudocimus ruber		32.84	unknown	-117.25	335483	ATL.24531	UCSDMI	False	none	11166	ATL.24531	feces	gut metagenome	female	Eudocimus ruber	749906	Eudocimus ruber	Aves	Pelecaniformes	Threskiornithidae	Eudocimus
11166.ATL.24532.hornbill	980006 or A60074	24532	captive	6/15/2010	Zoo Atlanta	Wreathed hornbill	Rhyticeros undulatus	USA	Atlanta	ATL.24532.hornbill gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	atl.wreathedhornbill	atl.wreathedhornbill.3	unknown	UBERON:feces	UBERON:feces	UBERON:feces	wreathed hornbill	not collected	Rhyticeros undulatus		32.84	unknown	-117.25	866438	ATL.24532	UCSDMI	False	none	11166	ATL.24532	feces	gut metagenome	not collected	Rhyticeros undulatus	749906	Rhyticeros undulatus	Aves	Bucerotiformes	Bucerotidae	Rhyticeros
